"to_id";"from_id"
"ForzaNuova1997";"1160810333667319808"
"ForzaNuova1997";"2248474104"
"ForzaNuova1997";"838313549957050374"
"ForzaNuova1997";"1512180425254387717"
"ForzaNuova1997";"1552558830810193920"
"ForzaNuova1997";"1562052528086327299"
"ForzaNuova1997";"1575589382509117440"
"ForzaNuova1997";"714399775131635712"
"ForzaNuova1997";"1569735255220981760"
"ForzaNuova1997";"792060475630612481"
"ForzaNuova1997";"2244280724"
"ForzaNuova1997";"971142266667651072"
"ForzaNuova1997";"2316401301"
"ForzaNuova1997";"1515940889633468417"
"ForzaNuova1997";"1498440053802086402"
"ForzaNuova1997";"756540680839782400"
"ForzaNuova1997";"528420017"
"ForzaNuova1997";"1574728087245410305"
"ForzaNuova1997";"1574053731485847555"
"ForzaNuova1997";"1549496632370024449"
"ForzaNuova1997";"1534934926562365441"
"ForzaNuova1997";"1573317769969418243"
"ForzaNuova1997";"1523649763937296385"
"ForzaNuova1997";"1049530058963120133"
"ForzaNuova1997";"1660364029"
"ForzaNuova1997";"1408664291285274627"
"ForzaNuova1997";"1462927723823722497"
"ForzaNuova1997";"1574144574573928452"
"ForzaNuova1997";"1573960711662878722"
"ForzaNuova1997";"896009469263572992"
"ForzaNuova1997";"1567769572719091713"
"ForzaNuova1997";"1393699742568390661"
"ForzaNuova1997";"1573712144260075520"
"ForzaNuova1997";"1573574395934769157"
"ForzaNuova1997";"1497579177935089666"
"ForzaNuova1997";"1551459003573600256"
"ForzaNuova1997";"1565620142113005569"
"ForzaNuova1997";"1481954587565342720"
"ForzaNuova1997";"1008358256996175877"
"ForzaNuova1997";"1313087436499693570"
"ForzaNuova1997";"1541756481757904897"
"ForzaNuova1997";"1389123690"
"ForzaNuova1997";"945730051978485762"
"ForzaNuova1997";"974278966772224000"
"ForzaNuova1997";"2512552646"
"ForzaNuova1997";"1566133401882689538"
"ForzaNuova1997";"1547809660719153153"
"ForzaNuova1997";"1551471482835968003"
"ForzaNuova1997";"1572690730908262400"
"ForzaNuova1997";"1542274839901356032"
"ForzaNuova1997";"2199038398"
"ForzaNuova1997";"1004217435355058176"
"ForzaNuova1997";"1510024607641837570"
"ForzaNuova1997";"1449872437139619846"
"ForzaNuova1997";"1229515035854155776"
"ForzaNuova1997";"1572283604956241920"
"ForzaNuova1997";"1412866389023641605"
"ForzaNuova1997";"1572211972829073410"
"ForzaNuova1997";"1565728011592384516"
"ForzaNuova1997";"328449793"
"ForzaNuova1997";"3342373174"
"ForzaNuova1997";"1407787074934263811"
"ForzaNuova1997";"2194941727"
"ForzaNuova1997";"1474489399647813632"
"ForzaNuova1997";"829319683560046592"
"ForzaNuova1997";"370605847"
"ForzaNuova1997";"1281883481140867072"
"ForzaNuova1997";"535802643"
"ForzaNuova1997";"1549639456340299776"
"ForzaNuova1997";"1522115687539699712"
"ForzaNuova1997";"1571226178819612673"
"ForzaNuova1997";"1375767463804215299"
"ForzaNuova1997";"985955652949422080"
"ForzaNuova1997";"1567607491164356609"
"ForzaNuova1997";"178775785"
"ForzaNuova1997";"1570464626285879299"
"ForzaNuova1997";"734575718"
"ForzaNuova1997";"1193462151484231680"
"ForzaNuova1997";"1334246204390125569"
"ForzaNuova1997";"1552378394"
"ForzaNuova1997";"477956771"
"ForzaNuova1997";"1206275501452677122"
"ForzaNuova1997";"1156310878360412166"
"ForzaNuova1997";"1555197206206062594"
"ForzaNuova1997";"1395609900370341889"
"ForzaNuova1997";"1267163182809964546"
"ForzaNuova1997";"437833685"
"ForzaNuova1997";"763784342"
"ForzaNuova1997";"1569243928821391361"
"ForzaNuova1997";"1073242351106174977"
"ForzaNuova1997";"3218579897"
"ForzaNuova1997";"22369602"
"ForzaNuova1997";"1309415580047421441"
"ForzaNuova1997";"1472528101624135683"
"ForzaNuova1997";"1526237363223003142"
"ForzaNuova1997";"355971550"
"ForzaNuova1997";"2764196929"
"ForzaNuova1997";"1551961325693190145"
"ForzaNuova1997";"1326282364763447296"
"ForzaNuova1997";"1546429641874972672"
"ForzaNuova1997";"1567914590024908802"
"ForzaNuova1997";"1276906004605788160"
"ForzaNuova1997";"1568118005443215360"
"ForzaNuova1997";"1057251366354276352"
"ForzaNuova1997";"789446489017901061"
"ForzaNuova1997";"1564008971878506499"
"ForzaNuova1997";"1210108939553128448"
"ForzaNuova1997";"1567886183446765571"
"ForzaNuova1997";"1547213427650740232"
"ForzaNuova1997";"371926909"
"ForzaNuova1997";"2675348322"
"ForzaNuova1997";"484087090"
"ForzaNuova1997";"1201176065634426880"
"ForzaNuova1997";"1515793208189591557"
"ForzaNuova1997";"1432668400359247880"
"ForzaNuova1997";"1182253500371292161"
"ForzaNuova1997";"874205288"
"ForzaNuova1997";"1427514232980090923"
"ForzaNuova1997";"1503459671067312131"
"ForzaNuova1997";"137451083"
"ForzaNuova1997";"1370749407730225157"
"ForzaNuova1997";"1566809769427492865"
"ForzaNuova1997";"975876499"
"ForzaNuova1997";"1565728755154386944"
"ForzaNuova1997";"1548280242"
"ForzaNuova1997";"585894047"
"ForzaNuova1997";"1519443958849740800"
"ForzaNuova1997";"1488865924841103365"
"ForzaNuova1997";"1492899953563340809"
"ForzaNuova1997";"1565785376224149505"
"ForzaNuova1997";"1240409146224193537"
"ForzaNuova1997";"477774609"
"ForzaNuova1997";"1481661153545756683"
"ForzaNuova1997";"2436536206"
"ForzaNuova1997";"1498537406068318209"
"ForzaNuova1997";"1468406827415392263"
"ForzaNuova1997";"1201582677083742211"
"ForzaNuova1997";"1538574371744260100"
"ForzaNuova1997";"1352240549185646592"
"ForzaNuova1997";"840622692701261824"
"ForzaNuova1997";"405667972"
"ForzaNuova1997";"1268304754255564802"
"ForzaNuova1997";"1463251241602007043"
"ForzaNuova1997";"1547601036105228291"
"ForzaNuova1997";"1376914272773627920"
"ForzaNuova1997";"1506871037136445444"
"ForzaNuova1997";"41291897"
"ForzaNuova1997";"2964969353"
"ForzaNuova1997";"1472567619660177413"
"ForzaNuova1997";"912619734167965696"
"ForzaNuova1997";"958365477365075969"
"ForzaNuova1997";"396841926"
"ForzaNuova1997";"2996508183"
"ForzaNuova1997";"3336856965"
"ForzaNuova1997";"1561406348398665730"
"ForzaNuova1997";"1521186004601868290"
"ForzaNuova1997";"1032944907873345541"
"ForzaNuova1997";"1511773015318609929"
"ForzaNuova1997";"1563775308083388416"
"ForzaNuova1997";"1542962943016542211"
"ForzaNuova1997";"1563683367589224448"
"ForzaNuova1997";"1554030443367915520"
"ForzaNuova1997";"1030394606"
"ForzaNuova1997";"1439329950251819008"
"ForzaNuova1997";"1562858375431753728"
"ForzaNuova1997";"423373695"
"ForzaNuova1997";"971746291"
"ForzaNuova1997";"748595969080569856"
"ForzaNuova1997";"1507859497724923910"
"ForzaNuova1997";"1562869189219471362"
"ForzaNuova1997";"1562839061488095232"
"ForzaNuova1997";"1435168926"
"ForzaNuova1997";"1392158904516235269"
"ForzaNuova1997";"1295376834146828288"
"ForzaNuova1997";"1561436616178257923"
"ForzaNuova1997";"806305806"
"ForzaNuova1997";"1548067657286463491"
"ForzaNuova1997";"1471573575777886216"
"ForzaNuova1997";"1474256774190579714"
"ForzaNuova1997";"1242879996034719744"
"ForzaNuova1997";"1562669780506939392"
"ForzaNuova1997";"513738130"
"ForzaNuova1997";"1214562480220823552"
"ForzaNuova1997";"1489670830003036161"
"ForzaNuova1997";"1527368037967360000"
"ForzaNuova1997";"1319381532969209868"
"ForzaNuova1997";"1561945914427727873"
"ForzaNuova1997";"157372162"
"ForzaNuova1997";"1556342683152650240"
"ForzaNuova1997";"4185945862"
"ForzaNuova1997";"803539173898653697"
"ForzaNuova1997";"1559981019436130306"
"ForzaNuova1997";"1678443762"
"ForzaNuova1997";"1425940394525790211"
"ForzaNuova1997";"1053677661820719111"
"ForzaNuova1997";"1375015722229895168"
"ForzaNuova1997";"3244006108"
"ForzaNuova1997";"1503685753905336320"
"ForzaNuova1997";"1436854425587486723"
"ForzaNuova1997";"2286357617"
"ForzaNuova1997";"1044962783069171712"
"ForzaNuova1997";"1503995642041049093"
"ForzaNuova1997";"2736598541"
"ForzaNuova1997";"1389114491993010182"
"ForzaNuova1997";"1561371410722918401"
"ForzaNuova1997";"968056925811298305"
"ForzaNuova1997";"386450998"
"ForzaNuova1997";"3194069955"
"ForzaNuova1997";"2889838121"
"ForzaNuova1997";"1550427851694002177"
"ForzaNuova1997";"1711870381"
"ForzaNuova1997";"1247608759750459395"
"ForzaNuova1997";"1062347851299282947"
"ForzaNuova1997";"1516379073341267976"
"ForzaNuova1997";"1532827404485402624"
"ForzaNuova1997";"1214466915634237441"
"ForzaNuova1997";"1236301617831518210"
"ForzaNuova1997";"184629980"
"ForzaNuova1997";"1150488301234790407"
"ForzaNuova1997";"1289885820984397825"
"ForzaNuova1997";"2735571739"
"ForzaNuova1997";"1438219418690105344"
"ForzaNuova1997";"2296429116"
"ForzaNuova1997";"1532650553477668864"
"ForzaNuova1997";"1335263434934521857"
"ForzaNuova1997";"1559905778336780289"
"ForzaNuova1997";"1554479976510013446"
"ForzaNuova1997";"1522290084648820737"
"ForzaNuova1997";"2371046762"
"ForzaNuova1997";"1558877541464739841"
"ForzaNuova1997";"1559237777828597765"
"ForzaNuova1997";"1559422066319044610"
"ForzaNuova1997";"1526689164518903809"
"ForzaNuova1997";"1558229907062284288"
"ForzaNuova1997";"106274882"
"ForzaNuova1997";"1445461206890946560"
"ForzaNuova1997";"836685794240774153"
"ForzaNuova1997";"554485546"
"ForzaNuova1997";"1482497129264336896"
"ForzaNuova1997";"1260981900396691457"
"ForzaNuova1997";"1294996225855553536"
"ForzaNuova1997";"1137964687771996165"
"ForzaNuova1997";"1556205588140511234"
"ForzaNuova1997";"94167124"
"ForzaNuova1997";"263407747"
"ForzaNuova1997";"2420980908"
"ForzaNuova1997";"295946543"
"ForzaNuova1997";"1527923178038861824"
"ForzaNuova1997";"1556929514650963968"
"ForzaNuova1997";"1372885574768599044"
"ForzaNuova1997";"1532302226932260864"
"ForzaNuova1997";"1186582983194677248"
"ForzaNuova1997";"270074971"
"ForzaNuova1997";"1558413640247742465"
"ForzaNuova1997";"1358915466"
"ForzaNuova1997";"1221013968"
"ForzaNuova1997";"1547291366132224002"
"ForzaNuova1997";"1404270697975848960"
"ForzaNuova1997";"1111406272107216896"
"ForzaNuova1997";"1557447490424668160"
"ForzaNuova1997";"356172215"
"ForzaNuova1997";"1366069487104122887"
"ForzaNuova1997";"882237866453209088"
"ForzaNuova1997";"319300742"
"ForzaNuova1997";"1470397067130544132"
"ForzaNuova1997";"708754158"
"ForzaNuova1997";"1178743966038155264"
"ForzaNuova1997";"934763725747351553"
"ForzaNuova1997";"1183648424165609473"
"ForzaNuova1997";"268994593"
"ForzaNuova1997";"1552536413102608385"
"ForzaNuova1997";"1548931321648529408"
"ForzaNuova1997";"3930314836"
"ForzaNuova1997";"1089477055207624704"
"ForzaNuova1997";"1518816342631059457"
"ForzaNuova1997";"1222119711523115009"
"ForzaNuova1997";"1552208288997154818"
"ForzaNuova1997";"1064548736330883072"
"ForzaNuova1997";"199832308"
"ForzaNuova1997";"1554439907518697473"
"ForzaNuova1997";"1428511569298796552"
"ForzaNuova1997";"3290290945"
"ForzaNuova1997";"518852999"
"ForzaNuova1997";"1292797487670067209"
"ForzaNuova1997";"548364738"
"ForzaNuova1997";"1237938136958844929"
"ForzaNuova1997";"1530637830040469504"
"ForzaNuova1997";"1170379071467003905"
"ForzaNuova1997";"1531936482423934976"
"ForzaNuova1997";"557292057"
"ForzaNuova1997";"940664413836730368"
"ForzaNuova1997";"45317102"
"ForzaNuova1997";"1055380681"
"ForzaNuova1997";"1033993296203472896"
"ForzaNuova1997";"703914332"
"ForzaNuova1997";"827878978564345857"
"ForzaNuova1997";"463202055"
"ForzaNuova1997";"1381237558521298946"
"ForzaNuova1997";"1498659467495460874"
"ForzaNuova1997";"1171313982701023232"
"ForzaNuova1997";"3344538441"
"ForzaNuova1997";"3346744223"
"ForzaNuova1997";"1085643148548698115"
"ForzaNuova1997";"1279126399295651841"
"ForzaNuova1997";"760183887129636864"
"ForzaNuova1997";"521770702"
"ForzaNuova1997";"1346147761129992192"
"ForzaNuova1997";"1552284229362401280"
"ForzaNuova1997";"1008292578662518784"
"ForzaNuova1997";"3002449868"
"ForzaNuova1997";"304441399"
"ForzaNuova1997";"1545091054843699200"
"ForzaNuova1997";"1348762462603116545"
"ForzaNuova1997";"1273946245426483201"
"ForzaNuova1997";"1550746537214476289"
"ForzaNuova1997";"1224406288790118400"
"ForzaNuova1997";"835929367335350276"
"ForzaNuova1997";"1438602316412858371"
"ForzaNuova1997";"1324347727346651138"
"ForzaNuova1997";"1200570537874993152"
"ForzaNuova1997";"4894548701"
"ForzaNuova1997";"822029360941191168"
"ForzaNuova1997";"705272763"
"ForzaNuova1997";"1507093166746488834"
"ForzaNuova1997";"4766817375"
"ForzaNuova1997";"1518671778238902273"
"ForzaNuova1997";"1171488243876913153"
"ForzaNuova1997";"2651353420"
"ForzaNuova1997";"1507408031168016387"
"ForzaNuova1997";"1924482961"
"ForzaNuova1997";"4098020415"
"ForzaNuova1997";"1162177457992151040"
"ForzaNuova1997";"1381311161681985542"
"ForzaNuova1997";"902846987879538688"
"ForzaNuova1997";"1436572524322639872"
"ForzaNuova1997";"841693166810079242"
"ForzaNuova1997";"289886083"
"ForzaNuova1997";"964633742340968448"
"ForzaNuova1997";"825364922817208321"
"ForzaNuova1997";"1274798846"
"ForzaNuova1997";"366598948"
"ForzaNuova1997";"1079515672177242112"
"ForzaNuova1997";"3126167998"
"ForzaNuova1997";"723654647731355649"
"ForzaNuova1997";"2158888931"
"ForzaNuova1997";"520745168"
"ForzaNuova1997";"903186172146528261"
"ForzaNuova1997";"1234840162913443840"
"ForzaNuova1997";"1472716802245472259"
"ForzaNuova1997";"753241254088077314"
"ForzaNuova1997";"1291074566488457217"
"ForzaNuova1997";"499737245"
"ForzaNuova1997";"1246387549481959425"
"ForzaNuova1997";"436780932"
"ForzaNuova1997";"168221993"
"ForzaNuova1997";"1273313707393769473"
"ForzaNuova1997";"1522620795192758274"
"ForzaNuova1997";"1533262454372843520"
"ForzaNuova1997";"4152140421"
"ForzaNuova1997";"1503662411659755527"
"ForzaNuova1997";"1353028803401052161"
"ForzaNuova1997";"1031789753086222336"
"ForzaNuova1997";"396878882"
"ForzaNuova1997";"103283960"
"ForzaNuova1997";"1491107054362181632"
"ForzaNuova1997";"1522917244837285888"
"ForzaNuova1997";"975395520423387136"
"ForzaNuova1997";"1483198543124959238"
"ForzaNuova1997";"1502263495450054660"
"ForzaNuova1997";"1433760086296600579"
"ForzaNuova1997";"2966662942"
